	W1	W2	W3	W4	W5	W6	W7
segsize1	0.004129523	0.005748663	0.0	0.0	0.002040201	0.0035270925	0.12647703
segsize2	0.0016871876	0.004152188	0.0	4.549933e-16	0.0035099627	0.0012418762	0.06403192
segsize3	0.0009799928	0.004752515	0.014514991	0.01591062	0.0048748227	0.0012561636	0.05828405
segsize4	0.0011196515	0.0102146305	0.07463198	0.050188687	0.00898337	0.0011437236	0.0505628
segsize5	0.0012449843	0.009905121	0.087698214	0.040079214	0.008504533	0.0006628244	0.0233553
segsize6	0.001565368	0.012143968	0.08525471	0.029090365	0.01057464	0.0013267357	0.014123401
segsize7	0.0010116072	0.018603709	0.066643976	0.033942435	0.014859365	0.002446974	0.008616669
segsize8	0.00020266631	0.016141417	0.028102763	0.01661769	0.014005863	0.0002202962	0.00447084
segsize9	0.0	0.013974674	0.011238617	0.005577928	0.010250454	1.7265496e-17	0.0
segsize10	0.0	0.021620773	0.012654258	0.00782228	0.01678186	0.0	0.0
segsize11	0.0	0.027379956	0.0107909655	0.0	0.0200465	0.0	0.00023133031
segsize12	0.0	0.026849564	0.0	0.0	0.021827498	0.0	0.0
segsize13	0.0	0.018934399	0.0	0.0	0.017513134	0.0	0.0
segsize14	0.0015759299	0.012147439	0.0	0.0	0.01028084	0.0	0.0
segsize15	0.0066455672	0.017044876	0.0	0.0	0.015172048	0.0	0.0
segsize16	0.0075676525	0.0061752736	0.0	6.4182405e-34	0.0061796242	0.0	0.0
segsize17	0.009683997	0.010340234	0.0	0.0	0.0087996945	0.0	0.0
segsize18	0.009068876	0.004294656	0.0	0.0034995782	0.0027670888	0.0	0.0
segsize19	0.0075477264	0.003324014	0.0	0.0	0.0022140844	0.0	0.0
segsize20	0.0065301745	0.0005362941	0.0014057567	0.0	0.0004114671	0.0	0.0004661968
segsize21	0.013404486	0.0013597355	0.0013656999	0.0	0.0	0.0016538962	0.00056860014
segsize22	0.015705518	0.0	2.7568738e-05	0.0	0.0	0.003651997	6.5715562e-06
changepoint1	0.011318439	0.0	0.0	0.0	0.024806794	0.012404959	0.012534896
changepoint2	0.012157383	0.0	0.0	0.0	0.06159271	0.0052938573	0.04398005
changepoint3	0.015943475	0.0	0.17108424	0.0	0.08763224	0.007465392	0.09582284
changepoint4	0.018378876	0.04872569	0.11652072	0.0	0.03707198	0.0	0.07949277
changepoint5	0.016297508	0.11397738	0.053376883	0.0	0.0	0.0	0.03989803
changepoint6	0.0	0.04889202	0.0	0.018961895	0.0	0.0	0.0074743037
changepoint7	0.0	0.028030273	0.0	0.060554266	0.0	0.0	9.45742e-05
changepoint8	0.00010538595	0.019613478	0.0	0.085245594	0.0	0.0	0.00097041886
changepoint9	3.2989283e-05	0.009474145	0.0	0.10503028	3.1166488e-05	0.0	0.00049506064
changepoint10	4.405218e-05	0.0	0.0025129882	0.2493173	0.0001179037	7.909511e-05	0.0
bp10MB1	0.5140768	0.10934459	0.0	0.0	0.16978183	0.60193866	0.0503766
bp10MB2	0.21135092	0.16224337	0.0	0.0	0.21391103	0.23189628	0.0
bp10MB3	0.005094129	0.028778773	0.07834186	0.019061852	0.024799071	0.0058513028	0.064352386
bpchrarm1	0.054743055	0.0	0.0043506175	0.0	0.0	0.08117544	0.0026011383
bpchrarm2	0.048824318	0.010955617	0.0	0.0	0.03221925	0.034757078	0.0
bpchrarm3	0.0019581616	0.024107812	0.017206049	0.0	0.026749846	0.002006312	0.0098841265
bpchrarm4	0.0	0.0	0.013820758	0.0068182456	4.0120332e-05	2.2978388e-09	0.014712957
bpchrarm5	0.0	0.0	0.00020314865	0.0021667762	0.0	0.0	0.0008173073
osCN1	0.0	0.11817616	0.076742664	0.24200302	0.09822856	0.0	0.1538584
osCN2	0.0	0.03203659	0.06551655	0.008111973	0.022993058	0.0	0.0692168
osCN3	3.5821845e-06	0.0	0.0059940694	0.0	0.00042738623	0.0	0.0022226458
