	W1	W2	W3	W4	W5	W6	W7
segsize1	0.0	0.0	0.0	0.00030287486	2.0069707e-05	0.0	9.582102e-05
segsize2	0.0	0.0007339873	0.0025355392	0.0034598869	0.0008251691	0.0042046257	0.0
segsize3	0.010680555	0.0016133722	0.020391153	0.018261151	0.013614016	0.00086392765	0.00097530294
segsize4	0.018664243	0.005650539	0.033934765	0.07000889	0.025423834	0.0	0.0027272718
segsize5	0.021473857	0.006431728	0.0	0.07939355	0.017709538	0.0	0.006162545
segsize6	6.41277e-05	0.003628196	0.0	0.071284644	0.014584215	0.0	0.010742626
segsize7	0.0	0.0015549678	0.0	0.06146399	0.015430949	0.0	0.019193428
segsize8	0.0	0.001983252	0.0	0.033692755	0.012994256	0.0	0.017964143
segsize9	4.7485285e-25	2.138987e-05	0.0	0.012011677	0.013547938	0.0	0.0135552995
segsize10	7.333164e-23	0.0010126932	0.0	0.012464134	0.019057008	0.0	0.022351686
segsize11	0.0057615857	0.0011667517	0.0	0.0057175728	0.025937302	0.0058456636	0.024896642
segsize12	6.901e-42	0.00047873834	0.0	1.5922241e-09	0.025661929	0.02296565	0.026739748
segsize13	0.006426782	0.00024235949	0.0	0.0	0.017864972	0.022160657	0.020627853
segsize14	0.0	0.0004480907	0.0	2.3891106e-19	0.009951775	0.030876396	0.012520544
segsize15	0.03413002	0.0019324704	0.0	0.0	0.018354803	0.01334927	0.019312931
segsize16	0.025047295	0.0018073561	0.0	0.0	0.006600992	0.034423657	0.0059586572
segsize17	0.03281218	0.001937024	0.0	0.0	0.006263638	0.05176281	0.0093797585
segsize18	0.023965523	0.0036939813	0.0	0.0	0.00334499	0.03729122	0.0029393511
segsize19	0.035430767	0.0026589402	1.6520719e-34	0.0	0.0011547912	0.037296664	0.0023363703
segsize20	0.020840086	0.0020190007	0.008673427	0.0	0.0	0.031159133	8.051225e-05
segsize21	0.033162102	0.0047412696	0.0038845637	0.0	3.3867986e-10	0.04354793	0.0005093873
segsize22	0.00884636	0.0071939835	0.0012464937	0.0	0.0	0.041935492	0.0
changepoint1	0.0	0.004966494	0.19906648	0.0	0.0	0.0	0.0
changepoint2	0.0	0.00054233	0.72880405	0.012565611	0.0	0.0	0.023221597
changepoint3	0.0	0.007469811	0.0	0.06525389	0.0	0.0	0.09283648
changepoint4	0.0	0.003908226	0.0	0.0925636	7.388476e-05	0.1307187	0.054661926
changepoint5	0.0	0.0	0.0	0.10178163	0.025875442	0.32301688	0.011674483
changepoint6	0.0	0.0	0.0	0.027688216	0.03615687	0.11042898	3e-45
changepoint7	0.0	0.00030405165	0.0	0.0062988647	0.044235405	0.039265722	0.0
changepoint8	0.0	0.0015884077	0.0	0.0030545287	0.05272785	0.018820189	0.0
changepoint9	0.049093407	0.0017712945	0.0	0.0	0.047526944	1.442e-42	0.0
changepoint10	0.6636503	9.103971e-05	0.0	0.0	0.027523445	0.0	0.0
bp10MB1	0.0	0.5676993	0.0	2.5235725e-15	0.105962254	1.25e-43	0.17614752
bp10MB2	0.0	0.23490323	0.0	7.8970917e-13	0.15995039	1e-45	0.23062311
bp10MB3	2.6203762e-13	0.008402398	0.0	0.07141156	0.029499393	0.0	0.02222294
bpchrarm1	0.0	0.06305955	0.0	0.006933493	0.0	0.0	2.2962213e-28
bpchrarm2	8.939538e-22	0.050856393	0.0	0.0	0.019861229	3.2326703e-23	0.03337983
bpchrarm3	9.46287e-34	0.0025330898	0.0	0.013018481	0.020545207	0.0	0.025869133
bpchrarm4	0.0	0.0	0.0009934455	0.014510296	0.0014031925	0.0	0.0
bpchrarm5	0.0	0.0	0.0	0.0011402784	0.0	0.0	0.0
osCN1	1.7492403e-18	0.0	2.449432e-12	0.14375038	0.14533278	0.0	0.08142736
osCN2	0.009950826	0.0009543134	0.0	0.069647096	0.034983583	0.0	0.028371615
osCN3	0.0	0.0	0.0004701531	0.002320935	0.0	6.6514345e-05	0.0004941339
