CNSig	component	sum	term	estimate	std.error	statistic	p.value	beta	p.adj	weights	allSum	plot	Disc
1	HRDLST	segsize1	0.000220335949677435	value	0.257363790008	1.41667885432734	0.181666994761631	0.856040835415068	TRUE	0.889124539199225	8.12409089267284e-05	0.0029377052678638	TRUE	>0%
2	HRDLST	segsize2	0.00021056211937945	value	0.0553645808647456	1.6480284233599	0.0335944332512614	0.973236392311158	TRUE	0.973236392311158	6.30184591674647e-05	0.00266498931815388	TRUE	>0%
3	HRDLST	segsize3	0.000468286955668115	value	1.46091693911924	1.1376541074769	1.2841486085426	0.200678664242359	TRUE	0.267987036100044	0.000265282176495364	0.00714580659097422	TRUE	>0%
4	HRDLST	segsize4	0.00105809563347762	value	0.816970111297914	0.736450352265658	1.10933494536942	0.268710291505902	TRUE	0.34388519448672	0.000549611292739099	0.0156609135335783	TRUE	>0%
5	HRDLST	segsize5	0.00273342266436064	value	-1.07353051906452	0.342175499047855	-3.13736816940941	0.00198077548132246	TRUE	0.00430168412610434	0.00107121418584822	0	FALSE	0
6	HRDLST	segsize6	0.00646145055443554	value	-0.614035757401951	0.131391021756705	-4.67334639149813	5.65523138281965e-06	TRUE	1.92995991635909e-05	0.00173187637712022	0	FALSE	0
7	HRDLST	segsize7	0.00827993250001785	value	-0.481247539769472	0.106418915102264	-4.52219926605166	1.08473991426476e-05	TRUE	3.48088181443169e-05	0.00219699837097551	0	FALSE	0
8	HRDLST	segsize8	0.00286531860754681	value	1.11869150006922	0.545996725394715	2.04889781941548	0.0418690394003357	TRUE	0.0647614638206631	0.00174196757698691	0.0448802635504142	TRUE	>0%
9	HRDLST	segsize9	0.00282429088883933	value	1.84177003284486	0.423187826344174	4.35213377652069	2.21574382247972e-05	TRUE	6.52582084702932e-05	0.0018570541754665	0.045601682170681	TRUE	>0%
10	HRDLST	segsize10	0.00689937303179049	value	1.90414683820105	0.224699056422947	8.47420932029598	6.93668968427159e-15	TRUE	5.96555312847357e-14	0.00474370073733109	0.113416922319527	TRUE	>10%
11	HRDLST	segsize11	0.00986008305267305	value	1.75099219749515	0.150631494756213	11.624343237973	7.37597184811415e-24	TRUE	1.76203771927171e-22	0.0070134639073453	0.164367743670465	TRUE	>10%
12	HRDLST	segsize12	0.0120379534383477	value	1.33469114711815	0.125655825795464	10.6218007694342	6.37247692520087e-21	TRUE	9.78630384941562e-20	0.00828544389054121	0.197973251894407	TRUE	>10%
13	HRDLST	segsize13	0.0104289393248127	value	1.44102954640525	0.160727841683855	8.96564982960263	3.17271415627625e-16	TRUE	3.10060701636089e-15	0.00696437350799383	0.169430860746533	TRUE	>10%
14	HRDLST	segsize14	0.00706873467625268	value	1.2472434909568	0.208478259427006	5.98260698446351	1.09615695582172e-08	TRUE	5.35622148867432e-08	0.00457338353958114	0.113407614132088	TRUE	>10%
15	HRDLST	segsize15	0.00716538357815542	value	1.66069169305096	0.200771647979064	8.2715448608766	2.423876038529e-14	TRUE	1.93012351216198e-13	0.00479136133670144	0.11647243984653	TRUE	>10%
16	HRDLST	segsize16	0.0006198857468384	value	1.19468026242418	0.966682024799512	1.23585649859575	0.218062111806696	TRUE	0.284141539626907	1.44461478091523e-07	0.00603980695878534	TRUE	>0%
17	HRDLST	segsize17	0.00198943462556126	value	-1.66686268300349	0.380091944606063	-4.38541965084547	1.92969887784234e-05	TRUE	5.92693226765861e-05	5.8841075222652e-05	0	FALSE	0
18	HRDLST	segsize18	0.00153248554921168	value	-2.18114304141392	0.418611805650282	-5.21041932399798	4.95060024458745e-07	TRUE	2.08701775016922e-06	0.000169542429760179	0	FALSE	0
19	HRDLST	segsize19	0.000787051843607784	value	-4.08996640421831	0.852656820478953	-4.79673217405439	3.28558927710728e-06	TRUE	1.17733615763011e-05	5.94944632140201e-05	0	FALSE	0
20	HRDLST	segsize20	0.00127976462660854	value	-2.50721598733112	0.473490518841522	-5.29517675130111	3.31505507038583e-07	TRUE	1.42547368026591e-06	9.14972387912323e-05	0	FALSE	0
21	HRDLST	segsize21	0.0026672774397396	value	-1.78003754147371	0.262303010656444	-6.78618799311135	1.47553175337971e-10	TRUE	7.93098317441592e-10	5.65767192525664e-05	0	FALSE	0
22	HRDLST	segsize22	0.00967967575762515	value	-0.791898241009371	0.0679307622331843	-11.6574319936385	5.89014542575028e-24	TRUE	1.58297658317039e-22	0	0	FALSE	0
23	HRDLST	changepoint1	0.00286748642775855	value	1.37388201433838	0.165992385367999	8.27677734308438	2.34721676039032e-14	TRUE	1.93012351216198e-13	0.0044173351416427	0.0899346660300371	TRUE	>5%
24	HRDLST	changepoint2	0.00123752993962535	value	1.64579595163369	0.349642935348161	4.70707623477326	4.87994836658144e-06	TRUE	1.69224015937905e-05	0.00191878767465094	0.0389662763624825	TRUE	>0%
25	HRDLST	changepoint3	0.0179075978438762	value	0.430813295923323	0.0591825792310704	7.27939372566495	9.01317330506426e-12	TRUE	5.09955858049689e-11	0.0296433916083819	0.587040096321555	TRUE	>50%
26	HRDLST	changepoint4	0.00995516490884637	value	1.22805897488208	0.159055926476429	7.72092560200246	6.77003556566908e-13	TRUE	4.85185882206284e-12	0.0130539698275443	0.284058961285926	TRUE	>10%
27	HRDLST	changepoint5	0.00552867797137296	value	-0.166081048360443	0.0710874112292134	-2.33629338146712	0.0205354544757658	TRUE	0.0344931461897628	0.00139282598159941	0	FALSE	0
28	HRDLST	changepoint6	0.000200426718999615	value	-1.28064181505651	0.379335847617982	-3.37601052760564	0.000894454239218921	TRUE	0.00202429117296914	0	0	FALSE	0
29	HRDLST	changepoint7	4.52442081876211e-05	value	-2.30385753674607	0.794789230410369	-2.89870250954022	0.00419526307206085	TRUE	0.00842791614540062	0	0	FALSE	0
30	HRDLST	changepoint8	0.000126992275918637	value	-6.5569883562906	1.55797848016377	-4.20865142861367	3.98505830942154e-05	TRUE	0.000115782099530491	0	0	FALSE	0
31	HRDLST	changepoint9	0.000338530555458387	value	-2.75277726466652	0.584311889629313	-4.71114367775893	4.79370252889946e-06	TRUE	1.68958367821866e-05	0	0	FALSE	0
32	HRDLST	changepoint10	0.00594586667933236	value	-0.327373395326322	0.0446166903370232	-7.33746481089086	6.44085606716895e-12	TRUE	3.95652586983236e-11	3.23861875721469e-17	0	FALSE	0
33	HRDLST	bp10MB1	0.008264387641756	value	-2.30744183138685	0.0988185784131382	-23.3502836049711	2.51776997227955e-57	TRUE	2.70660272020051e-55	0.0127875178310644	0	FALSE	0
34	HRDLST	bp10MB2	0.00470943130690083	value	2.64486031288878	0.109184586308919	24.2237517428111	1.43120204214014e-59	TRUE	3.0770843906013e-57	0.0499593593399882	0.905025163651487	TRUE	>50%
35	HRDLST	bp10MB3	0.00027223631015597	value	13.6812467634582	1.0160025172217	13.4657606960169	2.46246648801825e-29	TRUE	7.56328992748463e-28	0.0054647969278047	0.0949748363485127	TRUE	>5%
36	HRDLST	bpchrarm1	0.0131529960224288	value	-0.995433130219209	0.054253454256067	-18.3478295321241	1.11559213714973e-43	TRUE	4.79704618974384e-42	0	0	FALSE	0
37	HRDLST	bpchrarm2	0.00540574817363768	value	1.6939234498295	0.15091406950925	11.2244236427915	1.1093881854714e-22	TRUE	2.16834963523955e-21	0.00577431612371565	0.493701743399202	TRUE	>10%
38	HRDLST	bpchrarm3	0.00341711026848526	value	1.68350159519434	0.0867552026291175	19.4051946647094	1.13770299731264e-46	TRUE	6.11515361055546e-45	0.00773584529780194	0.492504645830464	TRUE	>10%
39	HRDLST	bpchrarm4	0.000100904289200617	value	8.72969122233672	1.92943845259173	4.52447250162892	1.07428853449851e-05	TRUE	3.48088181443169e-05	0.000211457277206443	0.0137936102874273	TRUE	>0%
40	HRDLST	bpchrarm5	1.09356092851916e-11	value	6604528.03482528	4176475.37740988	1.58136405413725	0.115484711615653	TRUE	0.163350085508983	0	4.82906826440139e-10	TRUE	>0%
41	HRDLST	osCN1	0.00767626135972922	value	0.268737754661823	0.0757774734002789	3.54640690172224	0.000493573722738799	TRUE	0.00117909278209824	0.0130602268274617	0.960541633639861	TRUE	>50%
42	HRDLST	osCN2	0.00525612266257663	value	-0.319663294522356	0.0809063331422352	-3.95102932128169	0.000110198319417625	TRUE	0.000288934617985236	0.00767591069859374	0	FALSE	0
43	HRDLST	osCN3	0.000313671236506957	value	0.0555192398969975	0.213196960376773	0.2604129055071	0.794831814937715	TRUE	0.833604098593213	0.000538168932890264	0.0394583663601385	TRUE	>0%
44	ecDNA	segsize1	5.63584403452971e-05	value	-0.208779950467552	0.38425313382843	-0.543339616745384	0.587486318234428	TRUE	0.668304541906889	1.69752977757398e-30	0	FALSE	0
45	ecDNA	segsize2	5.23004122010399e-05	value	-0.553424872456712	0.43587896624008	-1.26967556436731	0.205639623375774	TRUE	0.27124244801099	0	0	FALSE	0
46	ecDNA	segsize3	0.000109952963596638	value	-0.26981192326585	0.280431486882324	-0.962131343614313	0.337117126294948	TRUE	0.421396407868685	0.000236051556881529	0	FALSE	0
47	ecDNA	segsize4	0.000263610006470997	value	-0.103110270361743	0.205469921793114	-0.501826590782294	0.616328038546679	TRUE	0.690159001497583	0.000578313212359919	0	FALSE	0
48	ecDNA	segsize5	0.00123086622691902	value	0.35236919973073	0.0810285801203104	4.34870263316394	2.15701124991746e-05	TRUE	6.44107526017018e-05	0.00701704990729793	0.114395945873972	TRUE	>10%
