segsize1	segsize2	segsize3	segsize4	segsize5	segsize6	segsize7	segsize8	segsize9	segsize10	segsize11	segsize12	segsize13	segsize14	segsize15	segsize16	segsize17	segsize18	segsize19	segsize20	segsize21	segsize22	changepoint1	changepoint2	changepoint3	changepoint4	changepoint5	changepoint6	changepoint7	changepoint8	changepoint9	changepoint10	bp10MB1	bp10MB2	bp10MB3	bpchrarm1	bpchrarm2	bpchrarm3	bpchrarm4	bpchrarm5	osCN1	osCN2	osCN3
PD10010a	2.60539412082754	1.46322865595641	2.90842404200127	10.4738483092193	9.64798084411617	6.36410708462722	6.86800886440755	11.2698777685436	3.50683246739075	3.27198870205353	5.43166426613648	4.23907157634033	4.13573165162664	1.81270905570456	5.91440190988504	5.64801179762538	5.53074757707361	2.7342704178742	1.37307281571341	2.9101189862572	5.33743954077937	4.55306954584048	9.28186919795442	10.1011211313783	8.04670835679746	9.05092546357027	15.0044507710676	14.1016626434753	15.8944292619677	11.0174436665136	7.12090086097279	8.38048864630253	195.662008755777	107.196764128853	13.1412271153699	21.1838155568271	15.879675197362	7.76715420176346	1.16935497174537	7.23020604874455e-08	45.6925158118693	11.2683059054225	0.0391782827082331
PD10014a	1.74910835273777	2.18356768794581	2.80788269479402	2.26658841910139	8.87598586947984	19.240808217674	16.5377921760595	7.49225945602855	7.4923720384102	9.90480299975215	11.2425688240831	16.1465724575705	10.4451449016272	5.06187021644911	7.01631015336659	2.66998902566423	4.75207264065948	2.15329020582077	1.70121614975997	0.276823816413536	1.34956810610375	0.633405590498396	16.3924507513367	25.4674899494844	18.5251073059236	26.8575007094484	29.7530739842074	10.2119530804737	6.25485071158033	5.05011651256564	3.31728000619143	1.17017698878836	158.744652689791	139.903018462193	17.352328848016	9.63580310024116	20.7831129945459	13.8861618268757	1.69491822384916	3.85448811665704e-06	66.5867859601487	19.2424117844929	0.170802255358436
PD11337a	3.25069066482271	2.95472712439522	4.05737512526888	8.21050928370927	13.5660343856888	14.6124784052257	10.5690656680066	3.95223788397838	1.58264817071979	1.8733782068629	2.41550604981609	0.955075443544225	0.000272981260500385	1.5530814618936e-22	0.886980744474308	2.60363297143357	3.51124788883568	3.29165880837316	1.59938711172332	2.59889314560152	3.06434060077918	1.4438593354802	9.25057451773632	13.874093990967	14.812631569522	11.8280547672252	6.46267031428506	1.69290139925583	5.59681274110058	5.28896094785135	8.61935348893812	9.57394626311849	211.167298514768	93.168801243423	11.6639002418093	24.0465589989211	16.3846811159504	3.53722557571709	2.03133958088184	0.00019472852963706	41.9283870214654	8.05358753667641	0.018025441858231
PD11338a	3.1087943892746e-28	0.000271513578657648	0.837229377340665	2.21681684561588	1.72234054123798	1.03492857257614	0.188211786362935	0.042411930287065	0.693313707854744	0.732201392335336	0.53207491405513	0.00019935808310921	0.00224580982274553	0.691043640280133	0.306642001602231	0.00116127069019035	1.98604562495188	0.0110057684710943	0.00165316945409284	2.72827448899232e-26	2.99403266312733e-05	0.000172835073353739	0.491957505315271	1.32786823136884	1.39403817940623	2.18855280346277	1.56040350284615	0.492179267094441	1.81014482366078	0.548392510007001	0.292144000060514	0.894319176778001	225.93424147932	86.9616517637109	3.10410675696909	34.7959344994419	9.47358663978933	1.72869766871031	0.00178119205836752	6.99449037174083e-14	4.10914625357847	1.88464692302622	0.00620682339531808
PD11339a	4.20394224354844	2.49043442964061	4.5560414368638	11.1840104806912	8.51429124917245	10.5838227184594	12.4909900660661	4.99071356913508	2.10525843344697	3.53422701616297	1.26311253089423	2.22162150166671	2.74000139104561	2.11974485373257	2.18406043567473	3.33564443244834	7.59447489129516	5.0578272927121	3.42138405707172	2.0370693849977	2.11278738240561	8.25854020286851	2.57772025870695	6.72142255776155	14.8783874652774	14.468405179102	18.4720528992555	4.86049999257379	8.90343414900286	7.44042558648516	8.37047845730864	20.3071734545262	208.21390984213	95.8627749576287	11.9233152002412	25.2121301251886	15.3310671057615	2.23968068407094	3.21709622314675	2.58618321823353e-05	39.3604717881624	10.4278052538156	0.211722958021986
PD11340a	1.6649496281818	0.294854781161897	2.11997752853302	9.46661201122698	16.5933134840313	27.7429209056403	24.7275854191385	12.1862125410133	9.08241400519878	13.1565480137386	16.3378839360377	11.999795045453	10.2866709728433	4.68686404138085	8.44282820092465	7.14495697571436	10.3915417509253	6.33406933521307	4.18352387849818	0.0169903632002713	1.36970767928707	0.769779502657754	15.2618024905572	23.4637410541054	25.0379902203006	36.963931668454	36.1995462430123	15.4369420982821	13.3202903642454	13.1785926927626	6.06078125317644	14.076381915104	156.529610911251	132.173491001239	27.2968980875099	11.2193313351363	18.6478786954761	12.0338384832818	4.08029596453675	0.01865552156904	95.4347138581019	25.2157341971481	0.349551944750062
PD11342a	2.55096738079542	1.94253907328752	1.91436425429647	1.51293278048073	0.068382898279351	1.20075915159575	2.99438580251799	1.61051628156354	1.70221593761446	0.547910024327788	0.950973471504664	1.939439313859	1.49201163029852	1.57164597515873	0.353549165763843	3.42043778822225	1.95939813178568	1.8854495839369	1.52954890081882	1.03520000513653	6.31502564815069	4.50234680060537	13.0209820330198	4.15338655667226	1.8644974299313	5.14779362549061	10.3790662613935	1.00040064392456	0.554010518852772	1.63057045779233	1.74460393547866	3.50468853744424	218.550770146532	93.015746613751	4.43348323971678	27.8142798263675	15.9434684487259	2.23769826519191	0.00455345971415047	4.96433154157976e-13	5.86143473681073	1.13600425901085	0.00256100417841466
PD11343a	1.75095329345839	2.92302431227777	4.60233567073593	5.04505492952733	10.9766311668596	8.78732702017617	7.07845579877798	5.40815125789474	2.71164021897789	7.00087429192743	3.26680616676248	11.4738447504502	7.56037101304329	2.99908400196711	4.8350051336744	5.21104096787504	6.67198561460361	3.49147909467774	4.8309736776891	2.94720808524728	4.28699678383194	3.1407567495645	10.5252120312499	18.1113249488214	9.06377853524183	15.4040729298514	23.4643946352154	4.4649489662991	9.31818644596041	7.23295233880305	6.12809501469926	13.2870341538583	191.23192669358	110.831276020155	13.9367972862649	15.6229933976681	20.7739187059601	8.56530838480493	1.03777566593658	3.84563034014579e-06	38.169351789129	12.724931887689	0.10571632318199
PD11352a	1.65774067052109	1.06387431535444	1.69897924732623	1.77198049915537	1.73836311401234	1.57892523880178	0.604891783663297	0.881411402903788	0.539617310582764	0.457919748436508	0.00629651160949463	1.14942617892241e-07	1.04163606011297e-14	4.10157499734605e-31	0.313647119040811	1.60965642703728	0.076678514197919	2.39858908551643e-09	4.39434579523358e-07	3.10841447378131e-10	2.22329156426499	1.77672597600527	2.9114892147481	2.72265636720815	1.60667261030067	2.25035963462386	5.21558536772459	1.00912415028812	0.481511733552449	0.575477971114412	0.684737960184429	0.542384990255224	223.719200199074	88.355564834681	3.92523496624463	31.8065472041394	12.4690719058929	1.72355875265074	0.000822137317023149	1.32773168786679e-14	5.90583398115896	2.08776237022706	0.00640364861397487
PD11353a	1.71412080988109	0.225570377638381	3.59850225637988	4.99488111341083	3.02625353932915	2.46281241248113	3.75517234268046	2.24687364187164	0.831088838114304	1.28012373154286	2.79691820403967	2.23417708639971	0.833504404297552	4.51395232813532e-08	1.85964832841733	0.128084313731002	1.90197095223648	1.04551061551466	1.00540163315821	0.00507645318836838	0.0526575524753693	1.0016513480724	5.72078078093813	7.03427251935291	7.04369275213789	7.61444791876439	8.02646075151909	0.33749260559531	0.66352807002149	0.385969664573647	0.137037082536469	0.0363178545606756	211.905645807501	97.5496179972281	6.54473619527115	25.4573748504149	16.3053804176967	4.23153878700431	0.00570594488359663	5.1589147634474e-13	16.3033872812692	4.68331335845624	0.0132993602745917
